sample_id,source_file,strength_grade,w_b_ratio,restraint_code,restraint_percent,restraint_factor_R,time_h,time_h_norm,specimen_temperature_c,T_reference,delta_T_point,axial_stress_mpa,deformation_um,cube_strength_mpa,thermal_expansion_alpha,granularity
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,1.645,0.0224017692631384,24.6054,20.777,3.8283999999999985,0.0238,-2.2298,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,1.725,0.023491217008458198,24.8048,20.777,4.027799999999999,0.0258,-2.7373,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,1.805,0.024580664753777997,25.0249,20.777,4.247899999999998,0.0258,-2.7373,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,1.9117,0.02603371568409828,25.2436,20.777,4.4666,0.0269,-3.1926,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,1.9917,0.027123163429418083,25.4763,20.777,4.699299999999997,0.0275,-3.1926,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,2.0984,0.028576214359738363,25.7178,20.777,4.940799999999999,0.0286,-3.7831,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,2.1784,0.029665662105058166,25.9104,20.777,5.133399999999998,0.0287,-3.7831,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,2.285,0.031117351225696803,26.1326,20.777,5.355599999999999,0.0305,-4.4515,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,2.365,0.0322067989710166,26.3229,20.777,5.5459,0.0308,-4.4515,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,2.4717,0.033659849901336886,26.5185,20.777,5.7414999999999985,0.0317,-5.1383,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,2.5517,0.034749297646656685,26.6978,20.777,5.9208,0.0315,-5.1383,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,2.6317,0.035838745391976484,26.8838,20.777,6.1068,0.0336,-6.3726,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,2.7384,0.03729179632229677,27.0356,20.777,6.258599999999998,0.0346,-6.4245,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,2.8184,0.038381244067616574,27.2517,20.777,6.474699999999999,0.0353,-6.7251,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,2.925,0.039832933188255204,27.4347,20.777,6.657699999999998,0.0373,-6.373,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,3.005,0.040922380933575,27.6127,20.777,6.835699999999999,0.0367,-6.7159,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,3.1117,0.04237543186389529,27.8099,20.777,7.032899999999998,0.0382,-6.7159,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,3.1917,0.04346487960921509,27.9809,20.777,7.203899999999997,0.0385,-6.9412,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,3.2984,0.044917930539535376,28.1735,20.777,7.3965,0.0397,-6.9412,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,3.3784,0.046007378284855176,28.3365,20.777,7.5595,0.0401,-7.2156,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,3.4584,0.047096826030174975,28.4942,20.777,7.717199999999998,0.0414,-7.2156,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,3.565,0.048548515150813605,28.6647,20.777,7.887699999999999,0.0423,-7.4427,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,3.645,0.04963796289613341,28.8123,20.777,8.0353,0.0427,-7.4427,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,3.7517,0.051091013826453695,29.0132,20.777,8.2362,0.0445,-7.7941,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,3.8317,0.052180461571773494,29.1416,20.777,8.3646,0.0446,-7.7941,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,3.9384,0.05363351250209378,29.3674,20.777,8.590399999999999,0.0455,-8.1888,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,4.0184,0.05472296024741358,29.5197,20.777,8.7427,0.0465,-8.1888,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,4.125,0.056174649368052214,29.6611,20.777,8.8841,0.0476,-8.5355,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,4.205,0.05726409711337201,29.8174,20.777,9.040399999999998,0.0499,-8.3392,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,4.3117,0.0587171480436923,30.0294,20.777,9.252399999999998,0.0488,-8.7606,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,4.3917,0.0598065957890121,30.1562,20.777,9.379199999999997,0.0516,-8.8849,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,4.4717,0.0608960435343319,30.268,20.777,9.491,0.0496,-8.9583,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,4.5784,0.062349094464652186,30.4509,20.777,9.6739,0.052,-9.1551,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,4.6584,0.06343854220997198,30.5537,20.777,9.776699999999998,0.0525,-9.1551,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,4.765,0.06489023133061061,30.7475,20.777,9.970499999999998,0.0539,-9.2218,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,4.845,0.06597967907593041,30.8858,20.777,10.108799999999999,0.0544,-9.2218,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,4.9517,0.06743273000625069,31.0211,20.777,10.2441,0.0584,-9.396,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,5.0317,0.0685221777515705,31.137,20.777,10.36,0.0582,-9.396,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,5.1384,0.06997522868189078,31.2966,20.777,10.5196,0.0569,-9.6595,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,5.2184,0.07106467642721058,31.3907,20.777,10.613699999999998,0.0617,-9.6638,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,5.2984,0.07215412417253039,31.504,20.777,10.727,0.0625,-9.6638,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,5.405,0.07360581329316902,31.6811,20.777,10.9041,0.0608,-9.7741,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,5.485,0.07469526103848882,31.7598,20.777,10.982799999999997,0.0621,-9.7741,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,5.5917,0.07614831196880911,31.9195,20.777,11.142499999999998,0.063,-9.8458,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,5.6717,0.07723775971412891,32.0173,20.777,11.240299999999998,0.0669,-9.7235,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,5.7784,0.07869081064444919,32.1473,20.777,11.3703,0.0636,-9.858,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,5.8584,0.07978025838976899,32.2315,20.777,11.454499999999996,0.0682,-9.858,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,5.965,0.08123194751040762,32.3843,20.777,11.607300000000002,0.0677,-10.1318,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,6.045,0.08232139525572742,32.4898,20.777,11.712800000000001,0.0717,-10.232,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,6.125,0.08341084300104723,32.5821,20.777,11.805099999999996,0.0712,-10.232,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,6.2317,0.0848638939313675,32.724,20.777,11.946999999999996,0.0742,-10.4271,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,6.3117,0.0859533416766873,32.832,20.777,12.055,0.0745,-10.4271,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,6.4184,0.0874063926070076,32.9876,20.777,12.2106,0.0731,-10.5163,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,6.4984,0.0884958403523274,33.062,20.777,12.284999999999997,0.0753,-10.5163,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,6.605,0.08994752947296604,33.205,20.777,12.427999999999997,0.0762,-10.5163,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,6.685,0.09103697721828583,33.3135,20.777,12.536499999999997,0.0794,-10.4296,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,6.7917,0.0924900281486061,33.4543,20.777,12.677300000000002,0.0806,-10.4296,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,6.8717,0.09357947589392591,33.5516,20.777,12.7746,0.0794,-10.5007,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,6.9517,0.09466892363924571,33.6624,20.777,12.885399999999997,0.0829,-10.547,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,7.0584,0.09612197456956599,33.8308,20.777,13.053800000000003,0.0802,-10.6864,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,7.1384,0.09721142231488579,33.9001,20.777,13.1231,0.0852,-10.6864,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,7.245,0.09866311143552443,34.0705,20.777,13.293500000000002,0.0823,-10.6864,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,7.325,0.09975255918084423,34.1388,20.777,13.361800000000002,0.0886,-10.8694,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,7.4317,0.10120561011116452,34.2778,20.777,13.500799999999998,0.089,-10.9202,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,7.5117,0.10229505785648432,34.3908,20.777,13.613799999999998,0.0855,-11.0569,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,7.6184,0.1037481087868046,34.4983,20.777,13.7213,0.0873,-11.0569,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,7.6984,0.1048375565321244,34.5708,20.777,13.793799999999997,0.0879,-11.1136,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,7.7784,0.10592700427744421,34.6327,20.777,13.855699999999999,0.089,-11.1136,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,7.885,0.10737869339808283,34.7195,20.777,13.942499999999995,0.0899,-11.1136,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,7.965,0.10846814114340263,34.7481,20.777,13.9711,0.0896,-11.2656,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,8.0717,0.10992119207372292,34.8198,20.777,14.0428,0.0906,-11.2656,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,8.1517,0.11101063981904272,34.837,20.777,14.060000000000002,0.0918,-11.2656,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,8.2584,0.11246369074936301,34.8804,20.777,14.1034,0.0926,-11.2656,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,8.3384,0.1135531384946828,34.9126,20.777,14.135599999999997,0.093,-11.2656,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,8.445,0.11500482761532144,34.9111,20.777,14.134099999999997,0.0963,-11.4259,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,8.525,0.11609427536064125,34.9222,20.777,14.145199999999996,0.0957,-11.4259,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,8.6317,0.11754732629096153,34.9857,20.777,14.2087,0.0911,-11.5756,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,8.7117,0.11863677403628133,35.0271,20.777,14.250099999999996,0.0929,-11.5756,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,8.7917,0.11972622178160112,35.0187,20.777,14.241700000000002,0.0913,-11.7216,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,8.8984,0.12117927271192142,35.053,20.777,14.275999999999996,0.0919,-11.7216,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,8.9784,0.12226872045724121,35.0725,20.777,14.295499999999997,0.092,-11.7216,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,9.085,0.12372040957787986,35.0705,20.777,14.293500000000002,0.092,-11.8437,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,9.165,0.12480985732319963,35.1253,20.777,14.348300000000002,0.0922,-11.8437,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,9.2717,0.1262629082535199,35.1408,20.777,14.363799999999998,0.0917,-11.9588,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,9.3517,0.1273523559988397,35.1443,20.777,14.3673,0.0906,-11.9588,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,9.4584,0.12880540692916,35.1905,20.777,14.413499999999999,0.0905,-12.079,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,9.5384,0.1298948546744798,35.1821,20.777,14.405099999999997,0.0916,-12.079,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,9.6184,0.1309843024197996,35.1947,20.777,14.417699999999996,0.0907,-12.079,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,9.725,0.13243599154043825,35.2381,20.777,14.461100000000002,0.0895,-12.1635,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,9.805,0.13352543928575805,35.2313,20.777,14.454299999999996,0.09,-12.1635,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,9.9117,0.13497849021607833,35.2463,20.777,14.469299999999997,0.0858,-12.4811,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,9.9917,0.13606793796139813,35.2734,20.777,14.496400000000001,0.0862,-12.4811,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,10.0984,0.1375209888917184,35.2926,20.777,14.5156,0.087,-12.4811,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,10.1784,0.1386104366370382,35.3142,20.777,14.537199999999999,0.0915,-12.4136,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,10.285,0.14006212575767685,35.3787,20.777,14.601700000000001,0.0858,-12.5943,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,10.365,0.14115157350299665,35.3077,20.777,14.530699999999996,0.0919,-13.0587,30.0,1e-05,point
