source_domain,strength_grade_enc,concrete_type_enc,fiber_type_enc,curing_days,fiber_content,aspect_ratio,w_b_ratio,binder_content,cement_content,mixing_water,fly_ash,slag_powder,data_tier,extraction_method,eligible_for_main_oof,eligible_for_aux_training,needs_manual_review,source_group,synthetic_generated_at_utc
fiber,12.0,0.0,0.0,-2.4939899811928896,2.1728376666490083,150.0,0.5624854010618232,148.268228690407,78.8061981939615,166.92861405602906,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,6.0,1.0,1.0,-1.9958266037569317,3.784332879267078,150.0,0.5115166540418404,320.63899814585784,39.69522275467892,123.0429659553419,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,6.0,1.0,1.0,-6.824184039253566,3.0069650451813335,150.0,0.5752853530671832,158.72461025159413,110.19716815525288,125.92488285410266,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,6.0,1.0,1.0,14.42508073251448,2.538230815616936,150.0,0.5576235121228834,368.74625705558793,41.88677665912223,122.7903143120505,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,6.0,1.0,1.0,-9.374573474674705,1.2521588629567522,150.0,0.5514547522732904,346.48086481179155,84.55178456447464,59.837568490231206,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,6.0,1.0,1.0,-2.18499748703605,3.381709906576398,150.0,0.584289146933211,112.55526726732967,36.2801037667121,79.28502136635595,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,6.0,1.0,1.0,-3.816449049764728,3.7432153518524864,150.0,0.5410630178967946,269.790503088132,56.229291206610526,97.19553224112309,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,6.0,1.0,1.0,-3.7249350058466426,3.96430309023817,150.0,0.5332062542844558,436.3694478126651,47.661919088806144,126.39752027357557,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,6.0,1.0,1.0,-7.16261582111558,3.390958161423542,150.0,0.5588126286927793,281.2001938298949,159.54863031472354,133.53236308118719,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,6.0,1.0,1.0,7.126284769259179,3.6250883803982266,150.0,0.5667714361067562,185.75109278891472,68.10578945112883,94.23073863679113,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,6.0,1.0,1.0,15.521601451590982,3.58303609809212,150.0,0.4934699278745467,182.47956754719252,94.04487476196954,85.09396827018142,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,6.0,1.0,1.0,-7.444813980621248,3.118463375983324,150.0,0.5796167728370479,282.501686895218,41.21388371199936,73.20617456894107,0.0,32.96681154638607,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,6.0,1.0,1.0,3.795756391955422,3.2902116510124992,150.0,0.5284528450666178,292.01748940680824,54.241116448952255,76.33547574115772,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,6.0,1.0,1.0,-7.6422666422263426,2.072287690039322,150.0,0.5609567322766552,398.645421744499,54.79091491567931,80.8440579237832,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,6.0,1.0,1.0,-4.9413877380404045,1.7608585741169342,150.0,0.5502086778161417,504.43788002679605,49.13637607838558,131.01920803325487,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,6.0,1.0,1.0,13.857960897487118,2.041441752678325,150.0,0.5460365470530013,124.16742630156659,76.07226272065856,85.1207795688556,0.0,44.6612322199788,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,6.0,1.0,1.0,-1.955833691489694,3.6362830209401587,150.0,0.5535245439727884,252.32121079056066,48.326093927909426,120.00897741244803,0.0,6.6198731306488625,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,6.0,1.0,1.0,-1.322738426817935,2.1372304725969156,150.0,0.5671485924800372,246.35178844669124,81.40631349747144,119.14753769291983,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,6.0,1.0,1.0,-8.094302716697115,3.5253400872305325,150.0,0.5305037082672648,421.3867939945172,53.746396349095164,123.68003014802923,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,6.0,1.0,1.0,-8.907769812903936,3.9030954951163266,150.0,0.5875408492713481,441.2173396847274,88.01735332891295,126.00134527656712,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,6.0,1.0,1.0,-6.404308653451082,3.639248876556696,150.0,0.5781621286184249,459.08883115685694,118.72414699219044,123.30757543574103,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,6.0,1.0,1.0,-8.412683484813002,3.6558274025847277,150.0,0.5450912483963565,170.3892292674459,78.70907215045986,85.38682543585116,0.0,39.92355918198464,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,6.0,1.0,1.0,-9.6679151358024,3.7555196043242196,150.0,0.5880227962047527,314.1733865785461,40.19786164774786,121.05522628603416,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,6.0,1.0,1.0,5.117067568360262,1.9745003647527122,150.0,0.574039301595461,177.73688323866043,125.16002534843261,89.08341540937718,0.0,34.70890627131537,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,6.0,1.0,1.0,-6.717700673479939,3.7210786792380217,150.0,0.570572490141966,274.52089220106376,84.67257404402943,124.52827456364662,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,6.0,1.0,1.0,26.20281226394235,3.855610357335763,150.0,0.5447486850901924,326.29697887176394,47.61873750047039,135.75270091859312,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,6.0,1.0,1.0,-4.585759396718288,3.73471927386222,150.0,0.5785253673158658,272.8030794310063,49.8809657048933,122.03087442201257,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,6.0,1.0,1.0,-7.325376455335544,3.626475822235869,150.0,0.5704887312472324,553.6295096811298,112.10437046401293,66.30633562245654,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,6.0,1.0,1.0,-5.827464469571666,3.734193827228006,150.0,0.5541297157784946,123.6763392953435,136.80353262084566,125.57472533971115,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,6.0,1.0,1.0,-3.1156019595855753,3.9563003822336276,150.0,0.5712111861924496,254.05232135287287,54.51490965368646,135.8017046039954,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,6.0,1.0,1.0,-9.305656298564287,2.1050017606999947,150.0,0.5888150693834369,273.587828855249,33.80209774162557,122.29618730459451,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,13.0,2.0,2.0,-7.047608373964906,2.584548840854706,150.0,0.5819410821659051,325.731420599315,61.69731086294814,71.44058654032543,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,13.0,2.0,2.0,-6.67990315953972,3.9346517181806893,150.0,0.5347028469067256,254.06817012442866,70.97954924964125,127.35977120316475,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,13.0,2.0,2.0,-3.631062282488628,3.625430183433783,150.0,0.5576985020773478,456.05332402372903,35.34518427237401,119.42474002628617,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,13.0,2.0,2.0,-6.010764953745749,1.6962807006075926,150.0,0.5811512454424466,287.7296083236049,64.80588332777887,84.59831298203312,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,13.0,2.0,2.0,-1.9611410560337248,3.5034642988699547,150.0,0.5607989947862301,335.1525877919279,51.548410748756794,135.44577984300315,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,13.0,2.0,2.0,-7.262971275853175,3.1522821722546124,150.0,0.5679712523927603,279.39828548829405,68.17629645266027,103.75461574079296,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,13.0,2.0,2.0,10.17061264060424,3.5081460283808026,150.0,0.5192998872743074,398.30625256878193,73.81693093004219,150.74694939895673,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,13.0,2.0,2.0,-8.75204492839201,2.165625435318852,150.0,0.535228144354803,258.71072997340985,56.93742836014087,97.90141003444243,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,13.0,2.0,2.0,-7.277867686370271,3.6281107494382265,150.0,0.5301922672287925,376.89938412499714,50.48796165216669,125.33593006812274,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,13.0,2.0,2.0,8.132785427710154,3.7387113546656616,150.0,0.5608194403232404,271.59288311318153,37.70206622100943,71.38217505102855,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,13.0,2.0,2.0,-1.321250095148926,3.768733930366412,150.0,0.5833337576742643,252.5858542215147,40.82943187818091,127.23826498906791,0.0,55.258591669726584,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,13.0,2.0,2.0,-2.5367151386941416,3.5952118788617877,150.0,0.5380630289659646,320.9239047162748,46.999751831080516,105.31555029842008,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,13.0,2.0,2.0,-8.285363475673236,4.185519814875908,150.0,0.5824096171028561,306.26117406859794,63.63789850646975,67.08255416006992,0.0,33.39940371766773,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,13.0,2.0,2.0,-3.4802541493455905,3.6866292156440177,150.0,0.5564352345210606,133.9730021201807,72.2354958772375,128.8042108420517,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,13.0,2.0,2.0,-2.6255523902806672,3.089435733484458,150.0,0.5770686888869837,371.6997015265042,37.926357673811594,64.40476377697107,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,13.0,2.0,2.0,-11.404064284378748,3.168134109038901,150.0,0.5855395311578577,141.3434223023782,109.89973010318204,122.78883260837839,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,13.0,2.0,2.0,-5.56234502508309,3.578345304626832,150.0,0.5206691061547645,421.0277156611162,166.91862885049605,127.78218049639864,0.0,41.003733993438196,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,13.0,2.0,2.0,-6.92166321666015,1.8286620667860995,150.0,0.5839347346396058,352.1823427628725,41.175182004330395,131.680816403034,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,13.0,2.0,2.0,-4.657779809827716,3.511415225977224,55.94378174730024,0.5014071807046773,280.7427111978668,39.74206632015722,123.73716203643284,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,13.0,2.0,2.0,-5.972661917175529,1.854633068982958,150.0,0.5097365936453384,296.98692283578964,135.63223900800668,126.17604953723037,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,13.0,2.0,2.0,-9.594632695847011,3.529060906209061,150.0,0.5773626839866242,294.24129223691443,68.51163689759233,140.7526108726912,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,13.0,2.0,2.0,-9.857853535420574,3.5078764742574506,150.0,0.5801056958474426,305.6405650613552,85.6191114861548,102.6439444103545,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,13.0,2.0,2.0,8.744598858897781,3.727144172460072,150.0,0.5876324576892846,371.09322783117284,57.299480790625466,127.53578131695441,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,13.0,2.0,2.0,-8.104795236733167,3.508282381782381,150.0,0.568580159330298,258.18327866546576,188.26250909764553,77.61062265071345,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,13.0,2.0,2.0,-6.155085114940604,3.757976592785805,150.0,0.554385750446013,197.67807092275234,69.04377608368276,72.98354341066624,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,13.0,2.0,2.0,-10.44764751420307,3.775473308896842,150.0,0.5797569264760815,493.33079634038097,41.59699715823274,47.24180074511429,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,13.0,2.0,2.0,-7.586423719627092,3.6760304315852848,126.27268317930066,0.5475517348854357,270.57438636151267,67.32121549551636,123.90621628419251,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,13.0,2.0,2.0,-2.791455542980657,3.724737232790396,150.0,0.5497274089528233,390.2427951746132,79.5964974742435,121.59288281653454,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,13.0,2.0,2.0,-7.6192455793072895,3.4208693424378387,150.0,0.5737613273381996,428.7967961776397,60.76118310204021,88.91840668413636,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,13.0,2.0,2.0,-1.0955644879140252,3.6716191757293988,150.0,0.5687323113620458,193.59143243396358,81.42506951237925,72.58069819970672,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,10.0,3.0,0.0,-6.471318495428477,3.613476403867071,150.0,0.5401221324420676,650.3909040453578,57.5359850301416,87.9635419768461,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,10.0,3.0,0.0,-3.4048838794982856,3.609054113631866,150.0,0.5766956698905007,305.6095094627581,70.61606548798926,152.02453780664268,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,10.0,3.0,0.0,-1.1749353076410642,1.9382931824043177,137.39466434634807,0.5406467633127721,244.43280801318488,56.040002306901954,127.80098673531398,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,10.0,3.0,0.0,3.0364802810929206,3.461328470549008,150.0,0.5726595668823091,253.45506671865903,74.45045297570351,121.45662469554827,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,10.0,3.0,0.0,-1.9184464507954715,3.907286063385843,150.0,0.5490817138399231,187.37601999596598,78.06402510059354,93.08162747084421,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,10.0,3.0,0.0,-5.497513122996708,3.1968501616836775,150.0,0.5840135171894685,307.58732517423397,65.92390167924452,120.04102128966483,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,10.0,3.0,0.0,-6.9738333880374626,1.8862200867593355,150.0,0.5468791353306348,423.35105337961,90.59200209087317,121.94781109110113,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,10.0,3.0,0.0,-2.6620754383928897,3.223640715137377,150.0,0.5101235877812281,383.39949020194285,62.86713596718681,124.70543096247494,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,10.0,3.0,0.0,-1.4960264979459694,3.5342457508721687,150.0,0.5671327670137848,333.0870975135417,67.89480751931177,80.49402616782322,0.0,11.862088954204587,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,10.0,3.0,0.0,12.59285279117561,2.151061584492637,150.0,0.5728518284835712,254.1912078214312,48.6900609961894,130.904507886575,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,10.0,3.0,0.0,-7.496866307555564,3.2888638803957404,150.0,0.529877872562995,180.6237512901332,45.77008964855827,119.95174782929683,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,10.0,3.0,0.0,-8.099815217864148,3.839917499519983,150.0,0.5732282952940525,283.6986541131665,44.01735957357789,126.15232273952697,0.0,33.51283387080895,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,10.0,3.0,0.0,-6.332235947577811,3.330937837375508,150.0,0.5191853623859951,369.31265951251993,97.81804960638215,127.10692091388654,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,10.0,3.0,0.0,-7.469936670025405,3.760053289245878,150.0,0.5318111997844377,237.23585755593314,50.40540916236938,80.17847830313491,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,10.0,3.0,0.0,-9.951010357104291,1.9967971612717046,150.0,0.5458146917149199,240.10884088315237,74.85691384981021,102.3856594023617,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,10.0,3.0,0.0,-7.346147629566673,3.7142080704106966,150.0,0.587385847046695,255.12784941191143,95.25252790420359,135.16229653121394,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,10.0,3.0,0.0,-7.55014508961888,1.8704074949674816,150.0,0.5632116486024387,293.7141494216771,58.79968315250153,120.31994305058913,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,10.0,3.0,0.0,-2.324979226884885,3.8937417568573642,150.0,0.5045959834227709,169.43310761607262,51.98264316525422,144.5847880634877,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,10.0,3.0,0.0,-8.534896901422727,1.5202692897442824,150.0,0.5605274794338588,368.0497050159123,116.35484778095994,116.54949359373036,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,10.0,3.0,0.0,-5.7181048264670125,3.8728379742382053,150.0,0.5610298144407072,232.8216994415207,86.22069811693842,124.05744775349615,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,10.0,3.0,0.0,-5.449388944162422,2.07961806943391,150.0,0.4157434736079993,190.79400095385563,75.39260348074436,97.95496690536231,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,10.0,3.0,0.0,-2.480341848849804,2.844797501357101,150.0,0.543630984240916,410.3691766594905,73.14691923397055,81.57201564088766,0.0,41.96653729054595,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,10.0,3.0,0.0,-0.3252114044710197,3.9179634017163907,150.0,0.5816998845912928,141.7622436115799,38.989093182526176,76.9441686704225,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
fiber,10.0,3.0,0.0,7.823177523684315,3.108857817424914,150.0,0.5739412342726342,332.4390810945828,47.675302964657135,68.80208899145316,0.0,0.0,C,synthetic_gan,0,1,0,GAN_SYNTH,2026-04-29T02:13:07Z
